ID,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Tenure_Days,Tenure_Segment,Enrollment_Year,Enrollment_Month,Enrollment_Quarter,Cohort,TotalSpend,MntWines_Proportion,MntFruits_Proportion,MntMeatProducts_Proportion,MntFishProducts_Proportion,MntSweetProducts_Proportion,MntGoldProds_Proportion,SpendingDiversity,PrimarySpendCategory,TotalAcceptedCampaigns,CampaignResponseRate,Children,HasChildren,Age,Generation,LifeStage,TotalPurchases,PreferredChannel,ChannelDiversity,AvgSpend,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Income_per_Age,SpendToIncome,CampaignToPurchase,Spend_per_Year,Estimated_CLV,AgeGroup
4939,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,852,Loyal (>2yr),2012,8,3,2012-08,317,0.26498422712933756,0.015772870662460567,0.11987381703470032,0.47318611987381703,0.03785488958990536,0.08832807570977919,6,Fish,0,0.0,0,0,68,Boomers,Older Single/Couple,13,Store,4,24.384615384615383,1,3,3,133,At Risk,555.2941176470588,0.008395127118644067,0.0,135.89700704225353,407.6910211267606,60+
6565,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,643,Established (1-2yr),2013,3,1,2013-03,1782,0.5679012345679012,0.04489337822671156,0.27946127946127947,0.0,0.008978675645342313,0.09876543209876543,5,Wines,1,0.2,1,1,65,Boomers,Older Family,26,Web,4,68.53846153846153,2,5,5,255,At Risk,1184.5384615384614,0.023144360023378142,0.038461538461538464,1012.2480559875582,3036.7441679626745,60+
2278,2n Cycle,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,788,Loyal (>2yr),2012,11,4,2012-11,133,0.03007518796992481,0.12781954887218044,0.14285714285714285,0.22556390977443608,0.18045112781954886,0.2932330827067669,6,Gold,0,0.0,1,1,29,Millennials,Young Family,8,Store,4,16.625,1,2,2,122,Needs Attention,1165.9310344827586,0.003933514728498758,0.0,61.64752538071066,184.942576142132,<30
9360,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,875,Loyal (>2yr),2012,8,3,2012-08,316,0.2721518987341772,0.006329113924050633,0.2310126582278481,0.21835443037974683,0.12025316455696203,0.1518987341772152,6,Wines,0,0.0,0,0,32,Millennials,Young Single/Couple,12,Store,4,26.333333333333332,1,3,3,133,At Risk,1157.5,0.008531317494600432,0.0,131.90742857142857,395.7222857142857,30-40
5376,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,724,Established (1-2yr),2013,1,1,2013-01,1730,0.0005780346820809249,0.0005780346820809249,0.9971098265895953,0.0005780346820809249,0.0005780346820809249,0.0005780346820809249,6,Meat,0,0.0,1,1,35,Millennials,Middle-Aged Family,43,Catalog,2,40.23255813953488,2,5,5,255,At Risk,69.91428571428571,0.7069881487535759,0.0,872.7658839779006,2618.2976519337017,30-40
1993,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,738,Loyal (>2yr),2012,12,4,2012-12,972,0.8919753086419753,0.0,0.08847736625514403,0.0,0.0,0.01954732510288066,3,Wines,1,0.2,1,1,65,Boomers,Older Family,17,Store,4,57.1764705882353,2,3,4,234,At Risk,901.6461538461539,0.01658504956745781,0.058823529411764705,481.06097560975604,1443.1829268292681,60+
4047,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,354,Developing (3-12mo),2014,1,1,2014-01,544,0.7058823529411765,0.0,0.1875,0.03860294117647059,0.058823529411764705,0.009191176470588236,5,Wines,0,0.0,1,1,60,Boomers,Older Family,20,Store,4,27.2,4,4,3,443,Loyal Customers,1088.7333333333333,0.008327720286571551,0.0,561.2881355932203,1683.8644067796608,50-60
1409,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,653,Established (1-2yr),2013,3,1,2013-03,444,0.6081081081081081,0.006756756756756757,0.060810810810810814,0.08783783783783784,0.013513513513513514,0.22297297297297297,6,Wines,0,0.0,1,1,63,Boomers,Older Family,20,Deals,4,22.2,2,4,3,243,At Risk,645.8571428571429,0.010912040109120402,0.0,248.3476263399694,745.0428790199082,60+
7892,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,728,Established (1-2yr),2013,1,1,2013-01,75,0.08,0.05333333333333334,0.3333333333333333,0.2,0.16,0.17333333333333334,6,Meat,0,0.0,0,0,45,Gen X,Middle-Aged Single/Couple,8,Store,4,9.375,2,2,2,222,Needs Attention,413.0888888888889,0.004034644144386465,0.0,37.628777472527474,112.88633241758242,40-50
2404,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,583,Established (1-2yr),2013,5,2,2013-05,257,0.6731517509727627,0.01556420233463035,0.11673151750972763,0.011673151750972763,0.023346303501945526,0.15953307392996108,6,Wines,0,0.0,2,1,38,Millennials,Middle-Aged Family,14,Web,4,18.357142857142858,3,3,3,333,Loyal Customers,1404.1842105263158,0.004816432092055698,0.0,161.0107204116638,483.03216123499146,30-40
5255,Graduation,Single,52028.5,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,679,Established (1-2yr),2013,2,1,2013-02,637,0.007849293563579277,0.0015698587127158557,0.004709576138147566,0.004709576138147566,0.41287284144427,0.5682888540031397,6,Gold,0,0.0,1,1,28,Millennials,Young Family,27,Web,1,23.59259259259259,2,5,4,254,At Risk,1858.1607142857142,0.012243289735433465,0.0,342.6572164948454,1027.971649484536,<30
9422,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,579,Established (1-2yr),2013,5,2,2013-05,131,0.2748091603053435,0.015267175572519083,0.32061068702290074,0.15267175572519084,0.16030534351145037,0.07633587786259542,6,Meat,0,0.0,1,1,25,Millennials,Young Family,9,Store,4,14.555555555555555,3,2,2,322,Potential Loyalists,1534.4,0.0034150156412930135,0.0,82.63860103626943,247.9158031088083,<30
1966,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,404,Established (1-2yr),2013,11,4,2013-11,1672,0.4090909090909091,0.05980861244019139,0.47906698564593303,0.012559808612440191,0.039473684210526314,0.0,5,Meat,1,0.2,0,0,49,Gen X,Middle-Aged Single/Couple,26,Store,4,64.3076923076923,4,5,5,455,Champions,1726.8979591836735,0.019759389255241202,0.038461538461538464,1511.628712871287,4534.8861386138615,40-50
6864,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,223,Developing (3-12mo),2014,5,2,2014-05,30,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,6,Meat,0,0.0,0,0,25,Millennials,Young Single/Couple,8,Web,3,3.75,5,2,1,521,New Customers,439.16,0.0027324892977502505,0.0,49.13677130044843,147.4103139013453,<30
3033,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,599,Established (1-2yr),2013,5,2,2013-05,318,0.3522012578616352,0.05345911949685535,0.13836477987421383,0.1069182389937107,0.06918238993710692,0.279874213836478,6,Wines,0,0.0,0,0,51,Gen X,Older Single/Couple,11,Catalog,4,28.90909090909091,3,2,3,323,Potential Loyalists,757.2549019607843,0.008234075608493008,0.0,193.90567612687815,581.7170283806345,50-60
5710,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,812,Loyal (>2yr),2012,10,4,2012-10,120,0.9166666666666666,0.0,0.041666666666666664,0.016666666666666666,0.0,0.025,4,Wines,1,0.2,1,1,44,Gen X,Middle-Aged Family,9,Store,4,13.333333333333334,1,2,2,122,Needs Attention,921.5454545454545,0.002959455460195324,0.1111111111111111,53.977832512315274,161.93349753694582,40-50
7373,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,793,Loyal (>2yr),2012,10,4,2012-10,302,0.31788079470198677,0.039735099337748346,0.31788079470198677,0.10927152317880795,0.0728476821192053,0.1423841059602649,6,Wines,0,0.0,2,1,62,Boomers,Older Family,17,Deals,4,17.764705882352942,1,3,3,133,At Risk,751.7741935483871,0.00647929628835014,0.0,139.09899117276166,417.296973518285,60+
8755,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,679,Established (1-2yr),2013,2,1,2013-02,1196,0.40301003344481606,0.028428093645484948,0.39381270903010035,0.09949832775919733,0.056856187290969896,0.01839464882943144,6,Wines,0,0.0,0,0,68,Boomers,Older Single/Couple,18,Store,4,66.44444444444444,2,4,5,245,At Risk,1009.6617647058823,0.01741992804812328,0.0,643.3564064801178,1930.0692194403534,60+
10738,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,489,Established (1-2yr),2013,8,3,2013-08,65,0.6153846153846154,0.0,0.2923076923076923,0.03076923076923077,0.015384615384615385,0.046153846153846156,5,Wines,0,0.0,2,1,63,Boomers,Older Family,6,Store,3,10.833333333333334,3,1,2,312,Potential Loyalists,783.952380952381,0.0013160825284982485,0.0,48.55061349693251,145.65184049079755,60+
4339,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,365,Developing (3-12mo),2013,12,4,2013-12,913,0.768893756845564,0.018619934282584884,0.16538882803943045,0.0,0.008762322015334063,0.038335158817086525,5,Wines,0,0.0,1,1,44,Gen X,Middle-Aged Family,28,Store,4,32.607142857142854,4,5,4,454,Champions,1530.75,0.013555446676465785,0.0,913.6253424657534,2740.8760273972603,40-50
10755,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,485,Established (1-2yr),2013,9,3,2013-09,81,0.07407407407407407,0.037037037037037035,0.1728395061728395,0.18518518518518517,0.08641975308641975,0.4444444444444444,6,Gold,0,0.0,1,1,38,Millennials,Middle-Aged Family,9,Deals,4,9.0,3,2,2,322,Potential Loyalists,624.1578947368421,0.0034151277510751326,0.0,61.00051546391752,183.00154639175258,30-40
8595,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,323,Developing (3-12mo),2014,2,1,2014-02,67,0.8208955223880597,0.0,0.08955223880597014,0.029850746268656716,0.0,0.05970149253731343,4,Wines,0,0.0,1,1,41,Gen X,Middle-Aged Family,7,Store,4,9.571428571428571,5,1,2,512,Potential Loyalists,1034.8536585365853,0.0015791086285323716,0.0,75.76393188854489,227.29179566563465,40-50
2968,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,698,Established (1-2yr),2013,2,1,2013-02,902,0.4844789356984479,0.008869179600886918,0.22838137472283815,0.17738359201773837,0.05432372505543237,0.04656319290465632,6,Wines,1,0.2,0,0,71,Boomers,Older Single/Couple,24,Catalog,4,37.583333333333336,2,5,4,254,At Risk,689.4084507042254,0.01842771921222522,0.041666666666666664,471.9992836676218,1415.9978510028654,60+
8601,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,611,Established (1-2yr),2013,4,2,2013-04,1395,0.3017921146953405,0.05448028673835126,0.3842293906810036,0.05878136200716846,0.12759856630824373,0.07311827956989247,6,Meat,0,0.0,1,1,34,Millennials,Young Family,21,Web,4,66.42857142857143,2,4,5,245,At Risk,2353.264705882353,0.01743510267338241,0.0,833.9177577741408,2501.7532733224225,30-40
503,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,659,Established (1-2yr),2013,3,1,2013-03,53,0.24528301886792453,0.018867924528301886,0.5471698113207547,0.05660377358490566,0.0,0.1320754716981132,5,Meat,0,0.0,1,1,29,Millennials,Young Family,7,Store,3,7.571428571428571,2,1,1,211,Dormant,708.9310344827586,0.0025779463981711174,0.0,29.375189681335357,88.12556904400607,<30
8430,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,737,Loyal (>2yr),2012,12,4,2012-12,22,0.4090909090909091,0.0,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.13636363636363635,5,Wines,0,0.0,1,1,57,Boomers,Older Family,4,Store,2,5.5,2,1,1,211,Dormant,385.859649122807,0.0010002728016731835,0.0,10.902985074626868,32.7089552238806,50-60
7281,PhD,Single,55212.0,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,421,Established (1-2yr),2013,11,4,2013-11,186,0.43548387096774194,0.05913978494623656,0.26881720430107525,0.016129032258064516,0.010752688172043012,0.20967741935483872,6,Wines,0,0.0,0,0,55,Gen X,Older Single/Couple,9,Store,4,20.666666666666668,4,2,2,422,Potential Loyalists,1003.8545454545455,0.003368832862421213,0.0,161.36935866983373,484.1080760095012,50-60
2139,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,455,Established (1-2yr),2013,10,4,2013-10,31,0.0967741935483871,0.03225806451612903,0.3225806451612903,0.0967741935483871,0.06451612903225806,0.3870967741935484,6,Gold,0,0.0,1,1,39,Millennials,Middle-Aged Family,8,Deals,3,3.875,4,2,1,421,New Customers,192.30769230769232,0.0041333333333333335,0.0,24.885164835164833,74.6554945054945,30-40
1371,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,186,Developing (3-12mo),2014,6,2,2014-06,984,0.125,0.16666666666666666,0.2703252032520325,0.2306910569105691,0.03048780487804878,0.17682926829268292,6,Meat,0,0.0,0,0,38,Millennials,Middle-Aged Single/Couple,16,Store,4,61.5,5,3,4,534,Loyal Customers,2103.7105263157896,0.012309077944984426,0.0,1932.2903225806451,5796.870967741936,30-40
9909,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,782,Loyal (>2yr),2012,11,4,2012-11,122,0.02459016393442623,0.14754098360655737,0.11475409836065574,0.12295081967213115,0.18032786885245902,0.4098360655737705,6,Gold,0,0.0,0,0,18,Gen Z,Young Single/Couple,10,Deals,4,12.2,1,2,2,122,Needs Attention,416.6666666666667,0.016266666666666665,0.0,56.982736572890026,170.94820971867009,<30
7286,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,586,Established (1-2yr),2013,5,2,2013-05,55,0.23636363636363636,0.10909090909090909,0.2727272727272727,0.05454545454545454,0.09090909090909091,0.23636363636363636,6,Meat,0,0.0,1,1,46,Gen X,Middle-Aged Family,5,Web,3,11.0,3,1,1,311,Others,907.1304347826087,0.0013180598159509202,0.0,34.281143344709896,102.84343003412968,40-50
7244,Graduation,Single,52028.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,364,Developing (3-12mo),2014,1,1,2014-01,124,0.3870967741935484,0.04032258064516129,0.3870967741935484,0.04838709677419355,0.08064516129032258,0.056451612903225805,6,Wines,0,0.0,3,1,63,Boomers,Older Family,10,Store,4,12.4,4,2,2,422,Potential Loyalists,825.8492063492064,0.0023833091478708784,0.0,124.42582417582418,373.2774725274725,60+
6566,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,783,Loyal (>2yr),2012,11,4,2012-11,1319,0.6262319939347991,0.03790750568612585,0.2403335860500379,0.03790750568612585,0.02880970432145565,0.02880970432145565,6,Wines,0,0.0,2,1,60,Boomers,Older Family,28,Store,4,47.107142857142854,1,5,5,155,At Risk,1209.1666666666667,0.01818056512749828,0.0,615.2806513409962,1845.8419540229886,50-60
8614,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,233,Developing (3-12mo),2014,5,2,2014-05,507,0.4832347140039448,0.03747534516765286,0.2465483234714004,0.07297830374753451,0.13214990138067062,0.027613412228796843,6,Wines,0,0.0,1,1,57,Boomers,Older Family,17,Store,4,29.823529411764707,5,3,3,533,Loyal Customers,1148.877192982456,0.0077421128180069024,0.0,794.7714592274679,2384.3143776824036,50-60
4114,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,872,Loyal (>2yr),2012,8,3,2012-08,1693,0.38393384524512697,0.021854695806261076,0.4607206142941524,0.01594802126402835,0.09864146485528648,0.018901358535144713,6,Meat,0,0.0,0,0,50,Gen X,Older Single/Couple,29,Store,4,58.37931034482759,1,5,5,155,At Risk,1582.86,0.021391658137801195,0.0,709.1379013761467,2127.4137041284403,40-50
1331,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,728,Established (1-2yr),2013,1,1,2013-01,72,0.16666666666666666,0.08333333333333333,0.2777777777777778,0.4166666666666667,0.013888888888888888,0.041666666666666664,6,Fish,0,0.0,1,1,37,Millennials,Middle-Aged Family,7,Store,3,10.285714285714286,2,1,2,212,Dormant,967.2972972972973,0.00201173512154233,0.0,36.12362637362637,108.37087912087912,30-40
